client_id,first_name,last_name,gender,age,geography,tenure_years,credit_score,salary_monthly_rub,balance_rub,n_products,has_credit_card,is_active_member,will_churn,churn_date
4692,Кирилл,Павлов,M,45,Москва,7,517,37905,8110,2,0,0,0,
4693,Мария,Волкова,F,18,Регион,5,609,166842,152613,1,1,0,0,
4694,Ирина,Богданова,F,39,Москва,7,711,58699,0,2,0,0,0,
4695,Иван,Соловьёв,M,50,Регион,6,370,64037,29718,2,1,1,0,
4696,Ольга,Смирнова,F,43,Регион,10,738,99364,91943,1,1,0,0,
4697,Иван,Козлов,M,33,Москва,3,629,101339,3608,2,0,0,0,
4698,Максим,Лебедев,M,37,Регион,8,536,48067,99700,1,1,1,0,
4699,Екатерина,Морозова,F,40,Санкт-Петербург,1,613,112148,0,2,0,0,0,
4700,Анна,Новикова,F,47,Санкт-Петербург,0,576,45738,0,3,0,1,0,
4701,Анна,Петрова,F,21,Регион,7,527,110166,133875,1,1,0,0,
4702,Сергей,Морозов,M,31,Регион,2,456,30000,110088,1,1,0,1,2026-03-13
4703,Артём,Зайцев,M,58,Санкт-Петербург,0,723,49809,1042321,4,1,0,1,2026-02-17
4704,Михаил,Иванов,M,38,Москва,7,594,68430,38088,4,1,1,0,
4705,Никита,Иванов,M,56,Москва,6,611,74345,16397,1,1,1,0,
4706,Сергей,Васильев,M,74,Москва,7,734,36092,295239,1,1,1,0,
4707,Павел,Соловьёв,M,32,Москва,4,656,30000,0,2,1,1,0,
4708,Артём,Зайцев,M,24,Москва,9,494,78920,0,2,1,0,0,
4709,Иван,Зайцев,M,35,Санкт-Петербург,0,717,52891,74645,1,1,1,0,
4710,Максим,Голубев,M,51,Регион,1,798,47361,42052,2,0,0,0,
4711,Ирина,Новикова,F,53,Москва,4,700,161562,22209,1,1,1,0,
4712,Павел,Павлов,M,65,Регион,10,563,50221,34035,2,1,1,0,
4713,Юлия,Кузнецова,F,38,Регион,7,503,43908,16220,2,1,0,1,2026-02-05
4714,Анна,Иванова,F,44,Москва,5,560,30000,58234,1,1,0,1,2026-01-15
4715,Татьяна,Кузнецова,F,29,Регион,10,660,31267,722935,1,1,0,0,
4716,Дмитрий,Павлов,M,18,Москва,10,793,101265,51344,2,0,1,0,
4717,Никита,Виноградов,M,38,Санкт-Петербург,1,574,38745,0,1,0,0,0,
4718,Татьяна,Смирнова,F,24,Регион,5,585,87300,0,1,1,0,0,
4719,Мария,Новикова,F,46,Москва,10,752,30000,64012,2,1,0,0,
4720,Артём,Соловьёв,M,18,Москва,2,607,35542,0,2,1,1,0,
4721,Александр,Виноградов,M,29,Регион,1,821,35002,461888,1,1,1,0,
4722,Светлана,Попова,F,41,Москва,3,635,79703,123464,2,0,0,1,2026-04-03
4723,Павел,Зайцев,M,42,Регион,10,767,52726,382730,1,1,0,0,
4724,Ольга,Голубева,F,37,Регион,2,688,30749,1733012,1,1,1,0,
4725,Михаил,Петров,M,60,Москва,6,721,91921,0,4,1,1,0,
4726,Максим,Попов,M,57,Регион,2,632,80546,81902,2,1,1,0,
4727,Наталья,Смирнова,F,30,Санкт-Петербург,8,639,73443,80787,1,1,0,1,2026-03-22
4728,Максим,Павлов,M,57,Москва,9,692,71478,54465,1,1,1,0,
4729,Ольга,Соколова,F,59,Регион,0,730,35869,58817,1,1,0,0,
4730,Андрей,Петров,M,37,Санкт-Петербург,4,703,127408,531512,2,1,1,0,
4731,Никита,Петров,M,39,Регион,6,473,56352,111201,2,1,1,0,
4732,Ксения,Зайцева,F,37,Москва,2,676,70320,1957843,2,1,0,0,
4733,Алексей,Соловьёв,M,30,Москва,6,584,75339,60622,2,1,1,1,2026-02-02
4734,Сергей,Лебедев,M,31,Регион,4,595,33964,601569,2,0,0,0,
4735,Ирина,Богданова,F,54,Регион,0,696,186808,0,2,1,1,0,
4736,Мария,Иванова,F,43,Москва,6,820,58910,89362,2,1,0,1,2026-02-17
4737,Татьяна,Попова,F,31,Регион,0,627,61086,168833,2,1,1,0,
4738,Артём,Волков,M,27,Санкт-Петербург,2,847,46746,0,1,1,0,0,
4739,Сергей,Богданов,M,29,Москва,1,540,119370,50600,2,1,0,0,
4740,Мария,Виноградова,F,36,Регион,0,773,122431,726836,2,1,0,0,
4741,Артём,Павлов,M,49,Регион,4,693,65840,37286,2,1,1,0,
4742,Кирилл,Морозов,M,28,Санкт-Петербург,9,671,30000,0,2,0,1,0,
4743,Татьяна,Новикова,F,49,Регион,3,788,54248,0,1,1,0,1,2026-01-12
4744,Сергей,Павлов,M,40,Санкт-Петербург,2,586,57584,129354,1,0,1,0,
4745,Андрей,Зайцев,M,40,Регион,8,778,45662,0,2,1,1,1,2026-03-26
4746,Александр,Козлов,M,50,Регион,10,629,33190,45996,1,1,1,0,
4747,Никита,Виноградов,M,48,Москва,3,586,30000,86182,3,1,0,0,
4748,Ксения,Голубева,F,21,Санкт-Петербург,0,517,144739,0,1,1,0,1,2026-02-08
4749,Мария,Воробьёва,F,25,Регион,8,809,93429,399291,3,0,1,0,
4750,Алексей,Козлов,M,35,Регион,7,764,61125,227294,1,1,0,0,
4751,Никита,Попов,M,42,Москва,10,602,40544,65073,1,1,0,0,
4752,Мария,Попова,F,54,Москва,7,705,74315,78381,1,0,1,0,
4753,Кирилл,Васильев,M,39,Москва,10,663,67675,44544,1,1,0,0,
4754,Никита,Попов,M,58,Регион,1,615,47066,32366,2,1,0,0,
4755,Ксения,Павлова,F,30,Регион,1,746,75645,26984,2,0,0,0,
4756,Наталья,Богданова,F,32,Регион,7,587,81424,0,2,1,0,1,2026-02-24
4757,Алексей,Иванов,M,34,Москва,8,431,90437,311828,3,1,1,0,
4758,Наталья,Виноградова,F,28,Регион,4,676,35141,0,1,1,1,1,2026-04-08
4759,Никита,Попов,M,52,Москва,4,657,77556,19085,2,0,0,0,
4760,Мария,Соловьёва,F,18,Санкт-Петербург,4,591,121363,228297,3,0,0,1,2026-03-30
4761,Дарья,Соколова,F,32,Москва,0,561,71526,22807,1,0,0,0,
4762,Ирина,Лебедева,F,52,Санкт-Петербург,9,494,225241,247071,1,1,0,0,
4763,Наталья,Голубева,F,34,Санкт-Петербург,9,614,53732,109194,1,1,0,0,
4764,Мария,Соколова,F,51,Москва,10,562,30000,0,4,1,0,0,
4765,Кирилл,Голубев,M,64,Москва,5,746,35978,168557,3,0,0,0,
4766,Кирилл,Лебедев,M,39,Регион,1,702,40071,497993,2,0,1,0,
4767,Ирина,Попова,F,52,Москва,4,602,83713,0,1,0,0,0,
4768,Светлана,Семёнова,F,67,Санкт-Петербург,7,702,98627,386755,2,1,0,0,
4769,Артём,Соколов,M,43,Москва,1,639,64969,38009,3,1,1,0,
4770,Мария,Иванова,F,37,Москва,1,623,71365,544910,1,1,1,0,
4771,Анна,Попова,F,49,Москва,10,645,188914,279255,1,0,1,0,
4772,Дмитрий,Голубев,M,52,Регион,0,827,36364,25704,1,1,1,0,
4773,Андрей,Васильев,M,38,Санкт-Петербург,6,714,57313,49096,3,1,1,0,
4774,Павел,Новиков,M,32,Москва,1,620,45640,0,2,1,1,0,
4775,Андрей,Волков,M,59,Регион,0,739,30000,307512,2,1,1,0,
4776,Максим,Кузнецов,M,35,Москва,6,736,30000,174787,1,1,1,0,
4777,Артём,Соколов,M,52,Регион,2,676,130341,0,1,1,0,0,
4778,Сергей,Петров,M,41,Москва,7,617,37854,45864,2,1,1,0,
4779,Михаил,Соколов,M,60,Регион,9,611,51522,102802,1,0,0,1,2026-01-19
4780,Юлия,Соколова,F,28,Москва,5,542,77525,90396,2,0,1,0,
4781,Павел,Новиков,M,28,Санкт-Петербург,1,668,30000,16295,1,1,1,0,
4782,Ирина,Васильева,F,48,Регион,10,589,36292,147652,1,1,0,0,
4783,Наталья,Соловьёва,F,24,Санкт-Петербург,4,606,59098,0,2,1,0,0,
4784,Татьяна,Семёнова,F,39,Регион,8,712,46029,514577,1,1,1,0,
4785,Ирина,Соколова,F,57,Москва,2,819,30000,401796,2,0,1,0,
4786,Анна,Кузнецова,F,18,Санкт-Петербург,1,687,86190,123145,2,0,0,0,
4787,Дмитрий,Зайцев,M,43,Регион,7,639,45318,371406,1,1,1,0,
4788,Татьяна,Петрова,F,53,Регион,2,648,64994,206550,1,0,0,1,2026-03-30
4789,Павел,Петров,M,38,Санкт-Петербург,5,764,61955,0,1,1,0,0,
4790,Дарья,Павлова,F,27,Санкт-Петербург,6,689,107127,0,3,1,1,0,
4791,Иван,Голубев,M,35,Регион,1,669,74002,81514,2,1,1,0,
4792,Сергей,Иванов,M,28,Регион,3,676,35683,66136,2,1,0,1,2026-04-10
4793,Никита,Соколов,M,39,Регион,2,507,120249,86446,4,1,1,1,2026-02-24
4794,Ирина,Козлова,F,35,Регион,0,689,45073,75011,2,1,0,1,2026-03-21
4795,Кирилл,Козлов,M,32,Санкт-Петербург,10,562,36742,371043,1,1,1,0,
4796,Сергей,Богданов,M,44,Регион,0,689,33617,423688,2,1,1,0,
4797,Павел,Соколов,M,57,Санкт-Петербург,9,576,30000,54953,3,1,1,0,
4798,Александр,Воробьёв,M,42,Москва,4,709,41561,20142,4,1,1,0,
4799,Елена,Лебедева,F,54,Регион,3,635,75962,0,1,1,1,0,
4800,Светлана,Петрова,F,57,Регион,5,535,30000,438020,2,0,1,0,
4801,Андрей,Лебедев,M,31,Москва,10,621,166902,0,1,1,0,1,2026-04-19
4802,Александр,Морозов,M,41,Регион,7,850,30000,25147,1,1,1,1,2026-04-11
4803,Артём,Васильев,M,33,Москва,0,423,37425,16980,1,1,1,0,
4804,Дмитрий,Васильев,M,20,Москва,8,667,30000,48557,1,1,1,1,2026-03-08
4805,Ирина,Соколова,F,42,Регион,8,549,103865,0,1,0,1,0,
4806,Ирина,Воробьёва,F,25,Регион,10,788,88565,0,1,1,1,0,
4807,Сергей,Петров,M,44,Санкт-Петербург,2,732,51041,0,1,0,0,0,
4808,Мария,Соловьёва,F,19,Москва,9,669,30000,84897,1,1,0,1,2026-01-22
4809,Алексей,Васильев,M,40,Санкт-Петербург,4,742,30000,10326,2,1,0,1,2026-01-10
4810,Наталья,Лебедева,F,19,Москва,3,674,69563,69544,1,1,0,0,
4811,Мария,Семёнова,F,46,Регион,6,651,39907,0,2,1,1,0,
4812,Юлия,Соколова,F,33,Москва,5,590,42735,0,3,1,0,1,2026-04-10
4813,Дарья,Попова,F,32,Регион,2,614,57282,73648,2,1,1,0,
4814,Дарья,Зайцева,F,52,Москва,2,604,46745,0,1,1,1,0,
4815,Сергей,Соловьёв,M,34,Москва,7,651,30000,25620,1,1,1,0,
4816,Михаил,Павлов,M,39,Санкт-Петербург,10,461,30000,0,2,1,0,0,
4817,Максим,Волков,M,36,Регион,2,753,30000,36558,1,0,0,0,
4818,Мария,Иванова,F,44,Регион,5,845,38695,54222,2,0,1,0,
4819,Ксения,Козлова,F,51,Санкт-Петербург,3,607,63200,62700,2,1,0,1,2026-04-04
4820,Светлана,Волкова,F,48,Москва,2,767,61657,62751,1,0,1,0,
4821,Светлана,Богданова,F,32,Москва,8,637,122022,111588,1,1,1,0,
4822,Сергей,Новиков,M,53,Санкт-Петербург,7,590,30000,0,2,1,1,0,
4823,Юлия,Иванова,F,27,Москва,5,612,71959,0,1,0,0,1,2026-02-24
4824,Дарья,Богданова,F,29,Регион,5,659,37348,114264,1,1,1,1,2026-01-10
4825,Иван,Виноградов,M,36,Санкт-Петербург,4,578,195891,33214,1,1,0,0,
4826,Максим,Соловьёв,M,51,Регион,10,711,56188,7411,2,0,1,0,
4827,Андрей,Соловьёв,M,24,Регион,10,598,42746,0,1,0,1,0,
4828,Иван,Воробьёв,M,49,Москва,0,543,70586,43258,2,1,1,0,
4829,Татьяна,Кузнецова,F,37,Санкт-Петербург,8,648,67389,170341,1,1,1,0,
4830,Наталья,Павлова,F,33,Регион,3,581,47669,0,1,0,1,0,
4831,Наталья,Кузнецова,F,51,Санкт-Петербург,7,617,85508,0,1,1,0,0,
4832,Иван,Иванов,M,28,Санкт-Петербург,10,645,148187,85491,1,1,0,0,
4833,Ольга,Смирнова,F,65,Регион,4,516,103871,348661,1,1,1,0,
4834,Дарья,Смирнова,F,36,Москва,5,796,54757,0,2,1,1,0,
4835,Алексей,Иванов,M,40,Регион,6,731,173859,0,1,1,0,0,
4836,Екатерина,Соловьёва,F,57,Москва,3,587,79959,46607,1,1,0,0,
4837,Алексей,Павлов,M,40,Санкт-Петербург,2,648,30988,0,1,1,0,0,
4838,Никита,Семёнов,M,52,Москва,6,714,61880,79168,2,0,1,0,
4839,Дмитрий,Попов,M,18,Санкт-Петербург,2,671,52572,0,2,0,1,1,2026-03-08
4840,Иван,Новиков,M,33,Москва,7,838,43268,11999,1,1,0,0,
4841,Анна,Лебедева,F,43,Москва,2,626,72303,0,1,0,1,0,
4842,Андрей,Новиков,M,51,Санкт-Петербург,1,769,30000,0,1,1,1,0,
4843,Александр,Воробьёв,M,47,Москва,1,517,156666,45064,1,1,1,0,
4844,Михаил,Новиков,M,46,Регион,2,532,86436,0,1,0,0,0,
4845,Никита,Новиков,M,51,Москва,1,818,30000,545535,1,1,0,0,
4846,Дмитрий,Виноградов,M,44,Москва,3,607,85824,989666,3,1,0,0,
4847,Сергей,Волков,M,18,Москва,4,533,78117,60519,1,1,0,0,
4848,Екатерина,Новикова,F,55,Санкт-Петербург,2,645,144232,131296,3,0,0,1,2025-12-31
4849,Андрей,Кузнецов,M,28,Москва,5,776,168455,0,1,0,0,1,2026-01-10
4850,Мария,Павлова,F,42,Москва,4,574,186376,286803,2,0,1,0,
4851,Дмитрий,Зайцев,M,40,Санкт-Петербург,0,646,50682,0,2,1,1,0,
4852,Екатерина,Виноградова,F,39,Регион,3,465,82825,95240,1,1,1,0,
4853,Мария,Соловьёва,F,25,Регион,0,603,44881,26689,3,1,1,1,2026-01-04
4854,Михаил,Смирнов,M,18,Москва,8,750,107695,0,3,1,0,1,2026-01-05
4855,Никита,Голубев,M,26,Регион,4,572,30000,606607,2,0,1,0,
4856,Ксения,Петрова,F,48,Регион,6,523,30000,147266,2,0,0,0,
4857,Александр,Лебедев,M,21,Регион,1,572,46151,35599,1,1,0,1,2026-02-24
4858,Светлана,Соловьёва,F,27,Москва,4,589,57750,326059,1,0,1,0,
4859,Иван,Волков,M,43,Москва,8,726,66045,47416,1,1,1,0,
4860,Артём,Зайцев,M,26,Санкт-Петербург,2,688,128619,174232,2,1,0,0,
4861,Юлия,Соловьёва,F,31,Москва,10,707,40536,0,1,1,0,0,
4862,Светлана,Соловьёва,F,39,Регион,4,653,30000,20046,4,0,0,1,2026-02-05
4863,Дмитрий,Соловьёв,M,41,Москва,1,588,47452,39668,2,1,1,0,
4864,Наталья,Лебедева,F,25,Москва,1,572,41621,3854,1,1,1,0,
4865,Светлана,Богданова,F,40,Москва,5,693,83444,26888,1,1,0,0,
4866,Дмитрий,Соколов,M,43,Москва,10,809,149492,0,1,0,0,0,
4867,Андрей,Морозов,M,23,Санкт-Петербург,5,556,141634,3351,2,1,0,1,2026-04-05
4868,Сергей,Богданов,M,41,Москва,1,548,115113,14990,3,1,0,0,
4869,Артём,Петров,M,29,Санкт-Петербург,4,536,42543,798082,4,1,1,0,
4870,Наталья,Волкова,F,39,Москва,9,733,54337,0,2,1,1,1,2026-04-20
4871,Михаил,Попов,M,47,Санкт-Петербург,10,646,77247,60843,1,1,1,0,
4872,Дмитрий,Семёнов,M,36,Регион,6,706,37708,0,4,1,0,0,
4873,Наталья,Новикова,F,49,Регион,9,599,39876,13659,3,1,0,0,
4874,Ольга,Богданова,F,47,Санкт-Петербург,8,712,74958,345417,2,0,1,0,
4875,Екатерина,Козлова,F,49,Санкт-Петербург,4,621,30000,0,1,1,1,0,
4876,Анна,Богданова,F,43,Регион,9,496,115331,46077,1,1,0,1,2026-03-05
4877,Никита,Новиков,M,51,Регион,0,742,47056,306451,1,1,1,0,
4878,Мария,Воробьёва,F,43,Санкт-Петербург,8,646,82812,0,1,1,0,0,
4879,Кирилл,Соколов,M,18,Москва,6,619,67784,103370,2,1,1,0,
4880,Иван,Волков,M,28,Регион,6,678,127073,29206,2,1,0,1,2026-01-04
4881,Артём,Соловьёв,M,35,Москва,10,506,30000,0,4,1,1,0,
4882,Наталья,Семёнова,F,37,Регион,2,693,127550,1091452,1,1,0,1,2026-01-18
4883,Дарья,Смирнова,F,42,Москва,2,590,125852,114832,1,0,0,1,2026-03-25
4884,Кирилл,Павлов,M,28,Москва,7,634,70879,0,1,1,1,0,
4885,Дарья,Козлова,F,62,Регион,8,764,81862,0,1,1,0,1,2026-01-22
4886,Татьяна,Козлова,F,37,Регион,0,714,85633,28715,1,1,1,1,2026-02-04
4887,Сергей,Смирнов,M,38,Санкт-Петербург,5,632,34869,2345,2,0,1,0,
4888,Анна,Кузнецова,F,30,Регион,4,640,61851,67481,2,1,1,0,
4889,Максим,Васильев,M,26,Регион,9,394,102131,13494,2,0,1,0,
4890,Ирина,Иванова,F,36,Санкт-Петербург,9,568,30000,110565,1,1,1,0,
4891,Андрей,Иванов,M,38,Регион,1,667,79429,20927,2,1,0,1,2026-03-17
4892,Дмитрий,Богданов,M,37,Москва,6,574,63085,173070,2,1,0,0,
4893,Никита,Иванов,M,58,Москва,7,517,87239,1167338,1,0,1,0,
4894,Максим,Смирнов,M,36,Регион,2,698,30000,2932051,2,1,0,0,
4895,Анна,Морозова,F,37,Санкт-Петербург,10,781,38323,0,1,1,0,0,
4896,Кирилл,Попов,M,48,Регион,9,578,30000,97380,1,1,1,0,
4897,Иван,Новиков,M,36,Москва,1,738,30000,42565,1,1,1,0,
4898,Екатерина,Васильева,F,44,Москва,0,722,98572,0,2,1,0,0,
4899,Мария,Соколова,F,23,Москва,6,552,42052,32783,2,1,1,0,
4900,Дарья,Смирнова,F,23,Регион,9,577,40238,584818,2,1,1,1,2026-01-28
4901,Кирилл,Кузнецов,M,39,Регион,7,830,115194,61676,1,1,1,0,
4902,Артём,Смирнов,M,35,Санкт-Петербург,8,538,48723,1318983,1,1,0,0,
4903,Андрей,Волков,M,28,Москва,7,589,106749,32386,2,1,1,0,
4904,Ксения,Петрова,F,39,Москва,1,847,31900,83364,1,1,1,0,
4905,Татьяна,Козлова,F,41,Москва,0,593,48642,21548,2,1,1,0,
4906,Ольга,Кузнецова,F,29,Регион,0,785,34773,186976,1,1,1,0,
4907,Татьяна,Воробьёва,F,32,Регион,10,548,83178,0,2,1,0,0,
4908,Михаил,Виноградов,M,41,Москва,10,664,52884,0,2,1,0,0,
4909,Елена,Семёнова,F,26,Санкт-Петербург,9,759,92844,68060,2,1,0,0,
4910,Кирилл,Павлов,M,31,Регион,0,603,65625,192524,2,0,1,0,
4911,Алексей,Богданов,M,44,Москва,9,660,30000,0,1,1,1,0,
4912,Артём,Соколов,M,38,Санкт-Петербург,10,724,51101,267605,1,1,1,0,
4913,Сергей,Богданов,M,32,Регион,8,560,30000,0,3,0,1,1,2026-04-06
4914,Анна,Морозова,F,27,Санкт-Петербург,4,850,73711,145098,4,0,0,1,2026-01-26
4915,Иван,Смирнов,M,26,Москва,1,754,83542,54346,1,0,1,1,2026-04-13
4916,Ксения,Соловьёва,F,36,Москва,3,614,88907,486174,1,1,0,0,
4917,Ирина,Семёнова,F,62,Регион,2,627,55619,132833,1,1,1,0,
4918,Ксения,Павлова,F,45,Москва,7,841,30000,141532,1,0,0,0,
4919,Ксения,Новикова,F,22,Регион,9,615,67897,70815,2,0,1,0,
4920,Иван,Новиков,M,46,Санкт-Петербург,5,603,76442,0,3,1,0,0,
4921,Андрей,Зайцев,M,29,Санкт-Петербург,0,765,53663,0,1,0,1,0,
4922,Никита,Козлов,M,38,Регион,4,510,63025,429284,2,1,1,1,2026-01-01
4923,Сергей,Голубев,M,31,Москва,8,642,30000,39209,3,1,1,1,2026-01-17
4924,Светлана,Новикова,F,62,Москва,7,658,62301,481059,2,0,1,0,
4925,Артём,Попов,M,24,Москва,0,580,56104,195485,2,1,0,0,
4926,Михаил,Петров,M,42,Регион,3,493,30000,0,1,1,0,0,
4927,Дмитрий,Кузнецов,M,30,Санкт-Петербург,3,657,82204,32901,2,0,0,0,
4928,Павел,Соловьёв,M,47,Регион,0,719,44509,0,1,0,0,1,2026-04-25
4929,Мария,Смирнова,F,42,Санкт-Петербург,3,582,68698,85336,2,1,0,1,2026-04-18
4930,Александр,Козлов,M,53,Санкт-Петербург,9,532,80244,33362,3,0,0,1,2026-04-05
4931,Анна,Новикова,F,47,Москва,1,776,72932,34665,1,1,1,0,
4932,Светлана,Смирнова,F,30,Москва,5,703,30000,0,1,1,1,0,
4933,Мария,Морозова,F,73,Регион,7,614,47550,297079,1,1,0,0,
4934,Кирилл,Павлов,M,45,Москва,7,742,214846,65826,1,1,1,0,
4935,Юлия,Зайцева,F,31,Регион,3,674,138319,38924,1,1,0,1,2026-03-04
4936,Никита,Смирнов,M,40,Москва,6,829,98786,6512,2,0,0,0,
4937,Максим,Козлов,M,46,Санкт-Петербург,7,716,70587,33129,3,1,0,0,
4938,Наталья,Попова,F,45,Москва,6,511,33096,42705,1,0,0,1,2026-03-08
4939,Мария,Иванова,F,44,Регион,9,584,54319,145176,2,0,1,1,2026-01-14
4940,Андрей,Семёнов,M,50,Москва,2,589,46469,0,2,0,0,0,
4941,Татьяна,Голубева,F,48,Санкт-Петербург,1,681,56908,554929,1,0,1,0,
4942,Андрей,Соколов,M,28,Регион,10,620,30000,0,1,1,0,1,2026-03-20
4943,Ольга,Попова,F,63,Регион,8,537,106160,115865,3,0,1,0,
4944,Елена,Лебедева,F,62,Москва,4,709,30000,119689,1,1,0,1,2026-03-09
4945,Ксения,Зайцева,F,48,Регион,6,750,100134,0,4,0,1,1,2026-03-02
4946,Юлия,Воробьёва,F,38,Санкт-Петербург,10,640,101289,0,2,0,1,0,
4947,Наталья,Васильева,F,39,Москва,9,671,241857,0,2,1,0,0,
4948,Екатерина,Воробьёва,F,34,Санкт-Петербург,8,553,51541,101582,1,0,1,0,
4949,Ксения,Козлова,F,36,Регион,6,598,43827,55664,1,1,0,1,2026-01-26
4950,Дарья,Петрова,F,18,Санкт-Петербург,7,602,64357,592824,1,1,0,1,2026-03-28
4951,Алексей,Васильев,M,56,Регион,6,706,83775,166718,1,1,0,0,
4952,Ольга,Лебедева,F,52,Регион,5,676,56719,22969,4,1,0,1,2026-01-04
4953,Артём,Семёнов,M,18,Санкт-Петербург,7,617,30000,78225,2,1,1,0,
4954,Татьяна,Лебедева,F,49,Москва,0,613,83710,63934,1,0,1,0,
4955,Кирилл,Морозов,M,38,Регион,9,453,59851,0,1,1,0,0,
4956,Александр,Новиков,M,36,Москва,3,811,32699,37833,1,1,1,0,
4957,Екатерина,Павлова,F,44,Москва,5,441,30000,44209,1,1,0,0,
4958,Никита,Виноградов,M,18,Москва,7,692,263379,261150,1,1,0,0,
4959,Сергей,Кузнецов,M,38,Регион,3,654,98639,69339,1,1,1,1,2026-03-08
4960,Анна,Воробьёва,F,39,Москва,3,623,83753,0,1,0,1,0,
4961,Сергей,Васильев,M,39,Москва,1,649,55883,315239,1,1,0,0,
4962,Кирилл,Семёнов,M,22,Москва,1,584,90580,68969,1,0,1,0,
4963,Сергей,Смирнов,M,43,Москва,9,715,31845,0,1,1,1,0,
4964,Иван,Соколов,M,51,Регион,5,519,67484,306516,1,1,0,0,
4965,Максим,Воробьёв,M,43,Санкт-Петербург,7,683,69272,62535,1,1,1,0,
4966,Павел,Новиков,M,35,Регион,1,582,32321,837345,1,1,0,0,
4967,Дмитрий,Смирнов,M,70,Регион,9,607,56237,331199,2,0,1,0,
4968,Максим,Лебедев,M,27,Москва,3,610,46739,186303,1,1,1,0,
4969,Александр,Воробьёв,M,47,Регион,5,633,37859,0,1,1,0,1,2026-04-13
4970,Анна,Кузнецова,F,41,Регион,5,700,43334,379717,1,0,1,0,
4971,Татьяна,Васильева,F,62,Регион,8,646,30000,133137,1,1,1,0,
4972,Андрей,Васильев,M,43,Регион,1,743,113287,7289,2,0,0,1,2025-12-31
4973,Андрей,Козлов,M,45,Санкт-Петербург,9,754,152878,87372,3,0,0,0,
4974,Светлана,Васильева,F,44,Регион,1,681,34345,196014,1,1,0,1,2026-04-26
4975,Мария,Волкова,F,25,Москва,7,718,116541,29586,1,1,1,0,
4976,Дмитрий,Воробьёв,M,28,Регион,2,850,58735,2214933,2,1,1,1,2026-01-19
4977,Никита,Семёнов,M,35,Москва,10,509,59509,82805,1,0,0,0,
4978,Дмитрий,Голубев,M,49,Санкт-Петербург,6,758,30000,193698,2,1,1,0,
4979,Мария,Петрова,F,41,Регион,10,804,42846,403005,2,1,0,0,
4980,Ксения,Новикова,F,36,Регион,10,693,82428,203829,2,1,1,1,2026-03-20
4981,Наталья,Волкова,F,54,Москва,2,840,33349,86858,1,0,1,0,
4982,Кирилл,Морозов,M,18,Регион,2,827,38368,0,1,1,0,0,
4983,Иван,Новиков,M,22,Регион,1,616,44140,78288,1,1,0,0,
4984,Андрей,Богданов,M,18,Регион,7,624,30000,88152,2,0,1,0,
4985,Дмитрий,Зайцев,M,52,Регион,0,703,72909,24915,4,0,0,1,2026-04-25
4986,Кирилл,Семёнов,M,37,Регион,2,588,87744,0,1,0,1,0,
4987,Анна,Волкова,F,50,Регион,9,850,74515,23308,1,1,0,0,
4988,Алексей,Васильев,M,37,Москва,6,729,105419,98147,2,1,0,1,2026-01-10
4989,Светлана,Богданова,F,50,Санкт-Петербург,4,655,45871,60570,1,1,1,0,
4990,Артём,Виноградов,M,36,Регион,1,509,177498,0,1,1,1,1,2026-02-18
4991,Павел,Кузнецов,M,43,Регион,9,675,36067,16404,1,0,1,0,
4992,Юлия,Васильева,F,41,Москва,9,531,52329,32404,2,1,0,1,2026-04-13
4993,Наталья,Зайцева,F,42,Москва,0,726,49319,0,1,0,0,1,2026-01-07
4994,Артём,Иванов,M,58,Москва,8,400,66955,96989,2,1,1,0,
4995,Наталья,Васильева,F,19,Регион,3,788,51858,73568,2,1,0,0,
4996,Иван,Голубев,M,37,Регион,7,608,56288,368014,1,1,1,0,
4997,Кирилл,Попов,M,40,Санкт-Петербург,3,481,39852,103796,3,0,0,1,2026-02-21
4998,Артём,Лебедев,M,39,Москва,0,648,46023,0,2,1,0,1,2026-04-02
4999,Кирилл,Виноградов,M,33,Москва,8,652,30000,27828,1,1,1,0,
5000,Татьяна,Васильева,F,32,Регион,9,644,96902,69802,1,1,1,0,
5001,Михаил,Воробьёв,M,56,Москва,7,788,32429,0,1,0,1,0,
5002,Ирина,Богданова,F,37,Москва,1,688,44605,178517,2,1,0,1,2026-01-12
5003,Ирина,Иванова,F,67,Москва,4,730,31702,267521,2,1,1,0,
5004,Артём,Соколов,M,44,Регион,5,625,84272,0,1,1,1,0,
5005,Михаил,Кузнецов,M,35,Санкт-Петербург,8,693,43217,0,2,0,0,0,
5006,Павел,Попов,M,45,Москва,8,519,30000,0,2,1,0,0,
5007,Екатерина,Павлова,F,39,Москва,9,676,70859,418784,1,1,0,0,
5008,Анна,Васильева,F,54,Регион,6,574,38241,0,1,1,1,1,2026-02-19
5009,Дарья,Зайцева,F,24,Санкт-Петербург,10,782,59040,39665,4,1,1,0,
5010,Алексей,Голубев,M,18,Санкт-Петербург,9,658,98648,135510,1,0,0,1,2026-01-24
5011,Максим,Смирнов,M,42,Москва,2,716,33106,54972,3,1,0,1,2026-04-17
5012,Дарья,Лебедева,F,48,Москва,7,676,58074,58547,2,1,1,0,
5013,Максим,Козлов,M,41,Регион,0,831,37684,57265,2,1,1,0,
5014,Юлия,Смирнова,F,46,Регион,8,494,108229,0,2,1,0,1,2026-02-03
5015,Сергей,Голубев,M,44,Санкт-Петербург,2,639,62779,385903,1,1,0,0,
5016,Никита,Голубев,M,20,Регион,3,554,59050,89415,1,1,0,0,
